source_file,group,metric,value
salaries.csv,2020 | EN | L,avg_salary_usd,85821.55555555556
salaries.csv,2020 | EN | M,avg_salary_usd,31362.5
salaries.csv,2020 | EN | S,avg_salary_usd,63153.5
salaries.csv,2020 | EX | L,avg_salary_usd,234944.3333333333
salaries.csv,2020 | EX | M,avg_salary_usd,15000.0
salaries.csv,2020 | MI | L,avg_salary_usd,87063.26666666666
salaries.csv,2020 | MI | M,avg_salary_usd,123510.6
salaries.csv,2020 | MI | S,avg_salary_usd,51157.333333333336
salaries.csv,2020 | SE | L,avg_salary_usd,157633.0
salaries.csv,2020 | SE | M,avg_salary_usd,152871.25
salaries.csv,2020 | SE | S,avg_salary_usd,114926.625
salaries.csv,2021 | EN | L,avg_salary_usd,64702.21052631579
salaries.csv,2021 | EN | M,avg_salary_usd,51574.15384615384
salaries.csv,2021 | EN | S,avg_salary_usd,72821.07142857143
salaries.csv,2021 | EX | L,avg_salary_usd,193418.8333333333
salaries.csv,2021 | EX | M,avg_salary_usd,107513.0
salaries.csv,2021 | EX | S,avg_salary_usd,242870.5
salaries.csv,2021 | MI | L,avg_salary_usd,97273.81818181818
salaries.csv,2021 | MI | M,avg_salary_usd,75754.78947368421
salaries.csv,2021 | MI | S,avg_salary_usd,58753.769230769234
salaries.csv,2021 | SE | L,avg_salary_usd,132850.86363636365
salaries.csv,2021 | SE | M,avg_salary_usd,114559.0
salaries.csv,2021 | SE | S,avg_salary_usd,118594.69230769233
salaries.csv,2022 | EN | L,avg_salary_usd,70428.82926829268
salaries.csv,2022 | EN | M,avg_salary_usd,87466.12698412698
salaries.csv,2022 | EN | S,avg_salary_usd,69180.76923076923
salaries.csv,2022 | EX | L,avg_salary_usd,114906.83333333331
salaries.csv,2022 | EX | M,avg_salary_usd,201221.09375
salaries.csv,2022 | EX | S,avg_salary_usd,173805.5
salaries.csv,2022 | MI | L,avg_salary_usd,94486.45238095238
salaries.csv,2022 | MI | M,avg_salary_usd,106494.6228956229
salaries.csv,2022 | MI | S,avg_salary_usd,64416.4
salaries.csv,2022 | SE | L,avg_salary_usd,156227.51886792452
salaries.csv,2022 | SE | M,avg_salary_usd,147248.29325513195
salaries.csv,2022 | SE | S,avg_salary_usd,117439.75
salaries.csv,2023 | EN | L,avg_salary_usd,81613.3137254902
salaries.csv,2023 | EN | M,avg_salary_usd,93266.165
salaries.csv,2023 | EN | S,avg_salary_usd,61649.0
salaries.csv,2023 | EX | L,avg_salary_usd,194460.3333333333
salaries.csv,2023 | EX | M,avg_salary_usd,191810.4765957447
salaries.csv,2023 | EX | S,avg_salary_usd,86208.0
salaries.csv,2023 | MI | L,avg_salary_usd,127198.0
salaries.csv,2023 | MI | M,avg_salary_usd,124028.75944584384
salaries.csv,2023 | MI | S,avg_salary_usd,93324.36
salaries.csv,2023 | SE | L,avg_salary_usd,166967.67272727273
salaries.csv,2023 | SE | M,avg_salary_usd,165545.16002783092
salaries.csv,2023 | SE | S,avg_salary_usd,97418.83333333331
salaries.csv,2024 | EN | L,avg_salary_usd,123719.39869281046
salaries.csv,2024 | EN | M,avg_salary_usd,102990.167718366
salaries.csv,2024 | EN | S,avg_salary_usd,49684.8
salaries.csv,2024 | EX | L,avg_salary_usd,155833.0
salaries.csv,2024 | EX | M,avg_salary_usd,201778.98315080037
salaries.csv,2024 | MI | L,avg_salary_usd,157401.2279314888
salaries.csv,2024 | MI | M,avg_salary_usd,145253.19247374873
salaries.csv,2024 | MI | S,avg_salary_usd,80883.11111111111
salaries.csv,2024 | SE | L,avg_salary_usd,181280.97933227345
salaries.csv,2024 | SE | M,avg_salary_usd,175638.80338504122
salaries.csv,2024 | SE | S,avg_salary_usd,112621.5294117647
salaries.csv,2025 | EN | L,avg_salary_usd,104004.0
salaries.csv,2025 | EN | M,avg_salary_usd,82413.71739130435
salaries.csv,2025 | EX | M,avg_salary_usd,179058.75
salaries.csv,2025 | MI | L,avg_salary_usd,177209.0
salaries.csv,2025 | MI | M,avg_salary_usd,130304.1724137931
salaries.csv,2025 | SE | L,avg_salary_usd,197500.0
salaries.csv,2025 | SE | M,avg_salary_usd,158346.12595419848
salaries.csv,2020 | EN | L,avg_remote_ratio,72.22222222222223
salaries.csv,2020 | EN | M,avg_remote_ratio,50.0
salaries.csv,2020 | EN | S,avg_remote_ratio,55.0
salaries.csv,2020 | EX | L,avg_remote_ratio,83.33333333333333
salaries.csv,2020 | EX | M,avg_remote_ratio,0.0
salaries.csv,2020 | MI | L,avg_remote_ratio,63.333333333333336
salaries.csv,2020 | MI | M,avg_remote_ratio,50.0
salaries.csv,2020 | MI | S,avg_remote_ratio,66.66666666666667
salaries.csv,2020 | SE | L,avg_remote_ratio,71.42857142857143
salaries.csv,2020 | SE | M,avg_remote_ratio,75.0
salaries.csv,2020 | SE | S,avg_remote_ratio,56.25
salaries.csv,2021 | EN | L,avg_remote_ratio,60.526315789473685
salaries.csv,2021 | EN | M,avg_remote_ratio,73.07692307692308
salaries.csv,2021 | EN | S,avg_remote_ratio,78.57142857142857
salaries.csv,2021 | EX | L,avg_remote_ratio,58.333333333333336
salaries.csv,2021 | EX | M,avg_remote_ratio,25.0
salaries.csv,2021 | EX | S,avg_remote_ratio,100.0
salaries.csv,2021 | MI | L,avg_remote_ratio,70.0
salaries.csv,2021 | MI | M,avg_remote_ratio,73.6842105263158
salaries.csv,2021 | MI | S,avg_remote_ratio,57.69230769230769
salaries.csv,2021 | SE | L,avg_remote_ratio,68.18181818181819
salaries.csv,2021 | SE | M,avg_remote_ratio,77.77777777777777
salaries.csv,2021 | SE | S,avg_remote_ratio,80.76923076923077
salaries.csv,2022 | EN | L,avg_remote_ratio,73.17073170731707
salaries.csv,2022 | EN | M,avg_remote_ratio,46.82539682539682
salaries.csv,2022 | EN | S,avg_remote_ratio,80.76923076923077
salaries.csv,2022 | EX | L,avg_remote_ratio,41.66666666666666
salaries.csv,2022 | EX | M,avg_remote_ratio,75.0
salaries.csv,2022 | EX | S,avg_remote_ratio,100.0
salaries.csv,2022 | MI | L,avg_remote_ratio,75.0
salaries.csv,2022 | MI | M,avg_remote_ratio,48.98989898989899
salaries.csv,2022 | MI | S,avg_remote_ratio,72.5
salaries.csv,2022 | SE | L,avg_remote_ratio,62.264150943396224
salaries.csv,2022 | SE | M,avg_remote_ratio,53.86119257086999
salaries.csv,2022 | SE | S,avg_remote_ratio,79.16666666666667
salaries.csv,2023 | EN | L,avg_remote_ratio,50.0
salaries.csv,2023 | EN | M,avg_remote_ratio,29.625
salaries.csv,2023 | EN | S,avg_remote_ratio,60.71428571428572
salaries.csv,2023 | EX | L,avg_remote_ratio,58.333333333333336
salaries.csv,2023 | EX | M,avg_remote_ratio,36.17021276595744
salaries.csv,2023 | EX | S,avg_remote_ratio,75.0
salaries.csv,2023 | MI | L,avg_remote_ratio,31.25
salaries.csv,2023 | MI | M,avg_remote_ratio,27.739294710327457
salaries.csv,2023 | MI | S,avg_remote_ratio,58.0
salaries.csv,2023 | SE | L,avg_remote_ratio,12.87878787878788
salaries.csv,2023 | SE | M,avg_remote_ratio,33.45799269438163
salaries.csv,2023 | SE | S,avg_remote_ratio,80.55555555555556
salaries.csv,2024 | EN | L,avg_remote_ratio,4.248366013071895
salaries.csv,2024 | EN | M,avg_remote_ratio,13.63334440385254
salaries.csv,2024 | EN | S,avg_remote_ratio,40.0
salaries.csv,2024 | EX | L,avg_remote_ratio,87.5
salaries.csv,2024 | EX | M,avg_remote_ratio,17.775905644481888
salaries.csv,2024 | MI | L,avg_remote_ratio,4.808959156785244
salaries.csv,2024 | MI | M,avg_remote_ratio,16.035925590320346
salaries.csv,2024 | MI | S,avg_remote_ratio,50.0
salaries.csv,2024 | SE | L,avg_remote_ratio,5.802861685214626
salaries.csv,2024 | SE | M,avg_remote_ratio,22.32426042327432
salaries.csv,2024 | SE | S,avg_remote_ratio,29.41176470588235
salaries.csv,2025 | EN | L,avg_remote_ratio,0.0
salaries.csv,2025 | EN | M,avg_remote_ratio,21.73913043478261
salaries.csv,2025 | EX | M,avg_remote_ratio,0.0
salaries.csv,2025 | MI | L,avg_remote_ratio,16.666666666666668
salaries.csv,2025 | MI | M,avg_remote_ratio,17.24137931034483
salaries.csv,2025 | SE | L,avg_remote_ratio,0.0
salaries.csv,2025 | SE | M,avg_remote_ratio,19.083969465648856
